episode=0, mum of sent packets=4609, num of lost packets=powerloss:2057+collided:374=2431, MinEnergyEfficiency=6.67, MaxEnergyEfficiency=622.31, Jain's Fairness Index=0.15, PDR=47.15
episode=1, mum of sent packets=4531, num of lost packets=powerloss:1436+collided:582=2018, MinEnergyEfficiency=6.76, MaxEnergyEfficiency=102.70, Jain's Fairness Index=0.60, PDR=55.42
episode=2, mum of sent packets=4555, num of lost packets=powerloss:1406+collided:544=1950, MinEnergyEfficiency=6.60, MaxEnergyEfficiency=140.19, Jain's Fairness Index=0.47, PDR=57.08
episode=3, mum of sent packets=4493, num of lost packets=powerloss:1299+collided:588=1887, MinEnergyEfficiency=6.00, MaxEnergyEfficiency=71.83, Jain's Fairness Index=0.62, PDR=57.89
episode=4, mum of sent packets=4553, num of lost packets=powerloss:1213+collided:604=1817, MinEnergyEfficiency=5.87, MaxEnergyEfficiency=108.53, Jain's Fairness Index=0.50, PDR=59.96
episode=5, mum of sent packets=4604, num of lost packets=powerloss:1204+collided:709=1913, MinEnergyEfficiency=5.82, MaxEnergyEfficiency=179.60, Jain's Fairness Index=0.34, PDR=58.30
episode=6, mum of sent packets=4514, num of lost packets=powerloss:1064+collided:675=1739, MinEnergyEfficiency=4.63, MaxEnergyEfficiency=280.16, Jain's Fairness Index=0.22, PDR=61.34
episode=7, mum of sent packets=4481, num of lost packets=powerloss:958+collided:757=1715, MinEnergyEfficiency=4.88, MaxEnergyEfficiency=301.64, Jain's Fairness Index=0.20, PDR=61.59
episode=8, mum of sent packets=4403, num of lost packets=powerloss:1031+collided:683=1714, MinEnergyEfficiency=4.92, MaxEnergyEfficiency=150.22, Jain's Fairness Index=0.40, PDR=60.94
episode=9, mum of sent packets=4560, num of lost packets=powerloss:1088+collided:696=1784, MinEnergyEfficiency=5.33, MaxEnergyEfficiency=105.93, Jain's Fairness Index=0.51, PDR=60.77
episode=10, mum of sent packets=4528, num of lost packets=powerloss:978+collided:755=1733, MinEnergyEfficiency=5.65, MaxEnergyEfficiency=169.01, Jain's Fairness Index=0.32, PDR=61.51
episode=11, mum of sent packets=4439, num of lost packets=powerloss:1042+collided:719=1761, MinEnergyEfficiency=5.26, MaxEnergyEfficiency=224.92, Jain's Fairness Index=0.29, PDR=60.22
episode=12, mum of sent packets=4489, num of lost packets=powerloss:967+collided:704=1671, MinEnergyEfficiency=6.01, MaxEnergyEfficiency=221.70, Jain's Fairness Index=0.27, PDR=62.69
episode=13, mum of sent packets=4360, num of lost packets=powerloss:831+collided:681=1512, MinEnergyEfficiency=5.07, MaxEnergyEfficiency=235.88, Jain's Fairness Index=0.27, PDR=65.21
episode=14, mum of sent packets=4524, num of lost packets=powerloss:873+collided:791=1664, MinEnergyEfficiency=4.84, MaxEnergyEfficiency=348.04, Jain's Fairness Index=0.16, PDR=63.13
episode=15, mum of sent packets=4412, num of lost packets=powerloss:843+collided:753=1596, MinEnergyEfficiency=4.91, MaxEnergyEfficiency=154.19, Jain's Fairness Index=0.31, PDR=63.78
episode=16, mum of sent packets=4460, num of lost packets=powerloss:904+collided:734=1638, MinEnergyEfficiency=4.73, MaxEnergyEfficiency=262.05, Jain's Fairness Index=0.22, PDR=63.23
episode=17, mum of sent packets=4364, num of lost packets=powerloss:717+collided:706=1423, MinEnergyEfficiency=4.99, MaxEnergyEfficiency=332.65, Jain's Fairness Index=0.16, PDR=67.28
episode=18, mum of sent packets=4541, num of lost packets=powerloss:797+collided:818=1615, MinEnergyEfficiency=5.01, MaxEnergyEfficiency=213.05, Jain's Fairness Index=0.25, PDR=64.30
episode=19, mum of sent packets=4589, num of lost packets=powerloss:811+collided:787=1598, MinEnergyEfficiency=4.90, MaxEnergyEfficiency=341.81, Jain's Fairness Index=0.14, PDR=65.07
episode=20, mum of sent packets=4384, num of lost packets=powerloss:688+collided:703=1391, MinEnergyEfficiency=4.99, MaxEnergyEfficiency=293.28, Jain's Fairness Index=0.18, PDR=68.23
episode=21, mum of sent packets=4544, num of lost packets=powerloss:866+collided:782=1648, MinEnergyEfficiency=4.95, MaxEnergyEfficiency=159.65, Jain's Fairness Index=0.34, PDR=63.69
episode=22, mum of sent packets=4538, num of lost packets=powerloss:786+collided:772=1558, MinEnergyEfficiency=5.22, MaxEnergyEfficiency=221.40, Jain's Fairness Index=0.24, PDR=65.38
episode=23, mum of sent packets=4478, num of lost packets=powerloss:789+collided:765=1554, MinEnergyEfficiency=5.31, MaxEnergyEfficiency=220.99, Jain's Fairness Index=0.26, PDR=65.23
