episode=0, mum of sent packets=4704, num of lost packets=powerloss:781+collided:516=1297, MinEnergyEfficiency=24.28, MaxEnergyEfficiency=129.97, Jain's Fairness Index=0.81, PDR=72.36
episode=1, mum of sent packets=4648, num of lost packets=powerloss:706+collided:467=1173, MinEnergyEfficiency=24.10, MaxEnergyEfficiency=227.79, Jain's Fairness Index=0.74, PDR=74.68
episode=2, mum of sent packets=4664, num of lost packets=powerloss:677+collided:450=1127, MinEnergyEfficiency=25.98, MaxEnergyEfficiency=306.21, Jain's Fairness Index=0.68, PDR=75.79
episode=3, mum of sent packets=4670, num of lost packets=powerloss:570+collided:435=1005, MinEnergyEfficiency=29.31, MaxEnergyEfficiency=327.48, Jain's Fairness Index=0.74, PDR=78.44
episode=4, mum of sent packets=4699, num of lost packets=powerloss:626+collided:457=1083, MinEnergyEfficiency=27.18, MaxEnergyEfficiency=320.36, Jain's Fairness Index=0.69, PDR=76.82
episode=5, mum of sent packets=4686, num of lost packets=powerloss:551+collided:390=941, MinEnergyEfficiency=25.32, MaxEnergyEfficiency=282.97, Jain's Fairness Index=0.71, PDR=79.88
episode=6, mum of sent packets=4613, num of lost packets=powerloss:575+collided:461=1036, MinEnergyEfficiency=16.91, MaxEnergyEfficiency=371.40, Jain's Fairness Index=0.60, PDR=77.46
episode=7, mum of sent packets=4699, num of lost packets=powerloss:615+collided:465=1080, MinEnergyEfficiency=10.77, MaxEnergyEfficiency=530.84, Jain's Fairness Index=0.57, PDR=76.85
episode=8, mum of sent packets=4495, num of lost packets=powerloss:540+collided:421=961, MinEnergyEfficiency=14.86, MaxEnergyEfficiency=828.02, Jain's Fairness Index=0.48, PDR=78.60
episode=9, mum of sent packets=4684, num of lost packets=powerloss:588+collided:404=992, MinEnergyEfficiency=15.14, MaxEnergyEfficiency=576.57, Jain's Fairness Index=0.57, PDR=78.69
episode=10, mum of sent packets=4658, num of lost packets=powerloss:597+collided:474=1071, MinEnergyEfficiency=15.80, MaxEnergyEfficiency=509.54, Jain's Fairness Index=0.62, PDR=76.88
episode=11, mum of sent packets=4585, num of lost packets=powerloss:606+collided:430=1036, MinEnergyEfficiency=17.46, MaxEnergyEfficiency=474.87, Jain's Fairness Index=0.64, PDR=77.32
episode=12, mum of sent packets=4535, num of lost packets=powerloss:556+collided:416=972, MinEnergyEfficiency=15.02, MaxEnergyEfficiency=858.48, Jain's Fairness Index=0.54, PDR=78.52
episode=13, mum of sent packets=4605, num of lost packets=powerloss:552+collided:418=970, MinEnergyEfficiency=15.98, MaxEnergyEfficiency=473.48, Jain's Fairness Index=0.64, PDR=78.89
episode=14, mum of sent packets=4630, num of lost packets=powerloss:549+collided:425=974, MinEnergyEfficiency=24.10, MaxEnergyEfficiency=568.23, Jain's Fairness Index=0.60, PDR=78.88
episode=15, mum of sent packets=4520, num of lost packets=powerloss:540+collided:447=987, MinEnergyEfficiency=26.59, MaxEnergyEfficiency=492.69, Jain's Fairness Index=0.64, PDR=78.08
episode=16, mum of sent packets=4555, num of lost packets=powerloss:573+collided:429=1002, MinEnergyEfficiency=34.96, MaxEnergyEfficiency=468.85, Jain's Fairness Index=0.62, PDR=77.94
episode=17, mum of sent packets=4524, num of lost packets=powerloss:523+collided:408=931, MinEnergyEfficiency=25.78, MaxEnergyEfficiency=528.84, Jain's Fairness Index=0.65, PDR=79.38
episode=18, mum of sent packets=4795, num of lost packets=powerloss:560+collided:425=985, MinEnergyEfficiency=27.21, MaxEnergyEfficiency=529.59, Jain's Fairness Index=0.60, PDR=79.37
episode=19, mum of sent packets=4601, num of lost packets=powerloss:542+collided:476=1018, MinEnergyEfficiency=27.55, MaxEnergyEfficiency=591.53, Jain's Fairness Index=0.57, PDR=77.83
episode=20, mum of sent packets=4686, num of lost packets=powerloss:543+collided:371=914, MinEnergyEfficiency=17.57, MaxEnergyEfficiency=543.61, Jain's Fairness Index=0.63, PDR=80.45
episode=21, mum of sent packets=4644, num of lost packets=powerloss:527+collided:411=938, MinEnergyEfficiency=20.03, MaxEnergyEfficiency=844.12, Jain's Fairness Index=0.59, PDR=79.74
episode=22, mum of sent packets=4581, num of lost packets=powerloss:533+collided:422=955, MinEnergyEfficiency=28.36, MaxEnergyEfficiency=738.23, Jain's Fairness Index=0.58, PDR=79.04
episode=23, mum of sent packets=4656, num of lost packets=powerloss:546+collided:378=924, MinEnergyEfficiency=24.93, MaxEnergyEfficiency=752.25, Jain's Fairness Index=0.59, PDR=80.03
episode=24, mum of sent packets=4610, num of lost packets=powerloss:527+collided:440=967, MinEnergyEfficiency=27.24, MaxEnergyEfficiency=590.41, Jain's Fairness Index=0.59, PDR=79.00
episode=25, mum of sent packets=4660, num of lost packets=powerloss:462+collided:464=926, MinEnergyEfficiency=24.22, MaxEnergyEfficiency=535.99, Jain's Fairness Index=0.57, PDR=80.04
episode=26, mum of sent packets=4565, num of lost packets=powerloss:496+collided:370=866, MinEnergyEfficiency=22.69, MaxEnergyEfficiency=588.14, Jain's Fairness Index=0.59, PDR=80.94
