episode=0, mum of sent packets=4638, num of lost packets=powerloss:1532+collided:523=2055, MinEnergyEfficiency=1.32, MaxEnergyEfficiency=9.98, Jain's Fairness Index=0.79, PDR=55.58
episode=1, mum of sent packets=4623, num of lost packets=powerloss:1127+collided:492=1619, MinEnergyEfficiency=0.74, MaxEnergyEfficiency=10.78, Jain's Fairness Index=0.78, PDR=64.94
episode=2, mum of sent packets=4642, num of lost packets=powerloss:967+collided:485=1452, MinEnergyEfficiency=0.47, MaxEnergyEfficiency=10.79, Jain's Fairness Index=0.72, PDR=68.63
episode=3, mum of sent packets=4594, num of lost packets=powerloss:907+collided:493=1400, MinEnergyEfficiency=0.45, MaxEnergyEfficiency=12.05, Jain's Fairness Index=0.73, PDR=69.42
episode=4, mum of sent packets=4698, num of lost packets=powerloss:815+collided:436=1251, MinEnergyEfficiency=0.53, MaxEnergyEfficiency=23.78, Jain's Fairness Index=0.62, PDR=73.31
episode=5, mum of sent packets=4660, num of lost packets=powerloss:825+collided:518=1343, MinEnergyEfficiency=0.47, MaxEnergyEfficiency=15.81, Jain's Fairness Index=0.68, PDR=71.05
episode=6, mum of sent packets=4651, num of lost packets=powerloss:737+collided:494=1231, MinEnergyEfficiency=0.86, MaxEnergyEfficiency=19.59, Jain's Fairness Index=0.59, PDR=73.45
episode=7, mum of sent packets=4644, num of lost packets=powerloss:741+collided:491=1232, MinEnergyEfficiency=0.79, MaxEnergyEfficiency=9.16, Jain's Fairness Index=0.74, PDR=73.34
episode=8, mum of sent packets=4500, num of lost packets=powerloss:654+collided:459=1113, MinEnergyEfficiency=0.73, MaxEnergyEfficiency=23.60, Jain's Fairness Index=0.56, PDR=75.13
episode=9, mum of sent packets=4651, num of lost packets=powerloss:752+collided:426=1178, MinEnergyEfficiency=0.77, MaxEnergyEfficiency=23.36, Jain's Fairness Index=0.59, PDR=74.50
episode=10, mum of sent packets=4657, num of lost packets=powerloss:711+collided:442=1153, MinEnergyEfficiency=0.72, MaxEnergyEfficiency=28.92, Jain's Fairness Index=0.51, PDR=75.18
