episode=0, mum of sent packets=28277, num of lost packets=powerloss:12398+collided:9144=21542, MinEnergyEfficiency=5.27, MaxEnergyEfficiency=94.61, Jain's Fairness Index=0.73, PDR=23.73
episode=1, mum of sent packets=28002, num of lost packets=powerloss:11554+collided:8854=20408, MinEnergyEfficiency=2.76, MaxEnergyEfficiency=94.98, Jain's Fairness Index=0.65, PDR=27.03
episode=2, mum of sent packets=27813, num of lost packets=powerloss:10771+collided:8922=19693, MinEnergyEfficiency=3.01, MaxEnergyEfficiency=391.93, Jain's Fairness Index=0.47, PDR=29.09
episode=3, mum of sent packets=28298, num of lost packets=powerloss:11009+collided:9163=20172, MinEnergyEfficiency=2.08, MaxEnergyEfficiency=132.57, Jain's Fairness Index=0.63, PDR=28.63
episode=4, mum of sent packets=28167, num of lost packets=powerloss:10523+collided:9265=19788, MinEnergyEfficiency=2.04, MaxEnergyEfficiency=151.66, Jain's Fairness Index=0.63, PDR=29.69
episode=5, mum of sent packets=28065, num of lost packets=powerloss:10115+collided:9243=19358, MinEnergyEfficiency=2.20, MaxEnergyEfficiency=158.66, Jain's Fairness Index=0.60, PDR=30.97
episode=6, mum of sent packets=27826, num of lost packets=powerloss:9995+collided:9051=19046, MinEnergyEfficiency=2.02, MaxEnergyEfficiency=185.93, Jain's Fairness Index=0.56, PDR=31.49
episode=7, mum of sent packets=28249, num of lost packets=powerloss:10307+collided:9417=19724, MinEnergyEfficiency=2.69, MaxEnergyEfficiency=183.82, Jain's Fairness Index=0.59, PDR=30.11
episode=8, mum of sent packets=27782, num of lost packets=powerloss:9258+collided:9643=18901, MinEnergyEfficiency=2.17, MaxEnergyEfficiency=260.86, Jain's Fairness Index=0.50, PDR=31.89
episode=9, mum of sent packets=28316, num of lost packets=powerloss:9511+collided:9577=19088, MinEnergyEfficiency=2.26, MaxEnergyEfficiency=225.39, Jain's Fairness Index=0.53, PDR=32.53
episode=10, mum of sent packets=28250, num of lost packets=powerloss:9653+collided:9597=19250, MinEnergyEfficiency=2.96, MaxEnergyEfficiency=317.01, Jain's Fairness Index=0.52, PDR=31.80
