episode=0, mum of sent packets=4899, num of lost packets=powerloss:1032+collided:245=1277, MinEnergyEfficiency=31.56, MaxEnergyEfficiency=520.66, Jain's Fairness Index=0.70, PDR=73.87
episode=1, mum of sent packets=4689, num of lost packets=powerloss:552+collided:465=1017, MinEnergyEfficiency=13.09, MaxEnergyEfficiency=446.34, Jain's Fairness Index=0.36, PDR=78.29
episode=2, mum of sent packets=4754, num of lost packets=powerloss:585+collided:339=924, MinEnergyEfficiency=13.11, MaxEnergyEfficiency=337.77, Jain's Fairness Index=0.56, PDR=80.56
episode=3, mum of sent packets=4821, num of lost packets=powerloss:584+collided:284=868, MinEnergyEfficiency=9.92, MaxEnergyEfficiency=270.96, Jain's Fairness Index=0.62, PDR=81.93
episode=4, mum of sent packets=4900, num of lost packets=powerloss:576+collided:285=861, MinEnergyEfficiency=11.82, MaxEnergyEfficiency=419.44, Jain's Fairness Index=0.55, PDR=82.39
episode=5, mum of sent packets=4850, num of lost packets=powerloss:559+collided:254=813, MinEnergyEfficiency=11.92, MaxEnergyEfficiency=382.46, Jain's Fairness Index=0.65, PDR=83.18
episode=6, mum of sent packets=4791, num of lost packets=powerloss:569+collided:241=810, MinEnergyEfficiency=12.40, MaxEnergyEfficiency=335.38, Jain's Fairness Index=0.60, PDR=83.01
episode=7, mum of sent packets=4739, num of lost packets=powerloss:534+collided:289=823, MinEnergyEfficiency=10.70, MaxEnergyEfficiency=368.88, Jain's Fairness Index=0.54, PDR=82.61
episode=8, mum of sent packets=4821, num of lost packets=powerloss:511+collided:251=762, MinEnergyEfficiency=10.88, MaxEnergyEfficiency=377.19, Jain's Fairness Index=0.57, PDR=84.11
episode=9, mum of sent packets=4805, num of lost packets=powerloss:516+collided:309=825, MinEnergyEfficiency=10.81, MaxEnergyEfficiency=409.46, Jain's Fairness Index=0.51, PDR=82.81
episode=10, mum of sent packets=4760, num of lost packets=powerloss:460+collided:223=683, MinEnergyEfficiency=11.96, MaxEnergyEfficiency=357.97, Jain's Fairness Index=0.60, PDR=85.65
episode=11, mum of sent packets=4793, num of lost packets=powerloss:461+collided:251=712, MinEnergyEfficiency=9.59, MaxEnergyEfficiency=393.13, Jain's Fairness Index=0.57, PDR=85.10
